bodyId_pre,pre_type,pre_side,bodyId_post,post_type,post_side,weight
20269,LPLC2,right,24800,LPLC2,right,2
20269,LPLC2,right,25253,LPLC2,right,2
514508,LC4,left,31308,LC4,left,2
21899,LPLC2,right,28003,LPLC2,right,2
20269,LPLC2,right,29391,LPLC2,right,2
20269,LPLC2,right,27566,LPLC2,right,2
21899,LPLC2,right,27471,LPLC2,right,2
21899,LPLC2,right,26730,LPLC2,right,2
514508,LC4,left,34845,LC4,left,2
21899,LPLC2,right,25636,LPLC2,right,2
21899,LPLC2,right,25497,LPLC2,right,2
21899,LPLC2,right,25253,LPLC2,right,2
20269,LPLC2,right,29014,LPLC2,right,2
21899,LPLC2,right,24187,LPLC2,right,2
21899,LPLC2,right,23878,LPLC2,right,2
20269,LPLC2,right,22677,LPLC2,right,2
514508,LC4,left,23226,LC4,left,2
21899,LPLC2,right,35838,LPLC2,right,2
21899,LPLC2,right,37613,LPLC2,right,2
22034,LC4,right,29563,LC4,right,2
22034,LC4,right,26112,LC4,right,2
17774,LPLC2,left,14102,LPLC2,left,2
520764,LPLC2,left,526286,LC4,left,2
20269,LPLC2,right,19842,LPLC2,right,2
18672,LPLC2,right,26915,LPLC2,right,2
514508,LC4,left,17270,LC4,left,2
22034,LC4,right,22847,LC4,right,2
18672,LPLC2,right,26393,LPLC2,right,2
22034,LC4,right,22328,LC4,right,2
20269,LPLC2,right,20694,LPLC2,right,2
22034,LC4,right,21225,LC4,right,2
514508,LC4,left,17608,LC4,left,2
514508,LC4,left,18432,LC4,left,2
22034,LC4,right,19550,LC4,right,2
22034,LC4,right,18189,LC4,right,2
18672,LPLC2,right,25511,LPLC2,right,2
20269,LPLC2,right,21899,LPLC2,right,2
20269,LPLC2,right,22194,LC4,right,2
22034,LC4,right,17860,LC4,right,2
514508,LC4,left,23202,LC4,left,2
21899,LPLC2,right,23590,LPLC2,right,2
21899,LPLC2,right,23497,LPLC2,right,2
22253,LPLC2,left,40811,LPLC2,left,2
21862,LPLC2,right,28003,LPLC2,right,2
524899,LC4,left,107513,LC4,left,2
518016,LC4,left,28980,LC4,left,2
514508,LC4,left,515476,LC4,left,2
21862,LPLC2,right,37613,LPLC2,right,2
21862,LPLC2,right,35838,LPLC2,right,2
21862,LPLC2,right,30207,LPLC2,right,2
20269,LPLC2,right,527408,LC4,right,2
21862,LPLC2,right,29391,LPLC2,right,2
21862,LPLC2,right,28871,LPLC2,right,2
17774,LPLC2,left,27796,LPLC2,left,2
17774,LPLC2,left,28011,LPLC2,left,2
21899,LPLC2,right,23098,LC4,right,2
21862,LPLC2,right,26730,LPLC2,right,2
17774,LPLC2,left,28188,LPLC2,left,2
20282,LC4,right,17548,LC4,right,2
518016,LC4,left,20967,LC4,left,2
21862,LPLC2,right,24401,LPLC2,right,2
21862,LPLC2,right,23878,LPLC2,right,2
17774,LPLC2,left,29753,LPLC2,left,2
514508,LC4,left,533129,LC4,left,2
21862,LPLC2,right,21703,LPLC2,right,2
518016,LC4,left,20859,LC4,left,2
524899,LC4,left,111787,LC4,left,2
17774,LPLC2,left,25854,LPLC2,left,2
21899,LPLC2,right,16128,LC4,right,2
20269,LPLC2,right,35632,LPLC2,right,2
21899,LPLC2,right,22677,LPLC2,right,2
21899,LPLC2,right,22677,LPLC2,right,2
21899,LPLC2,right,21808,LPLC2,right,2
20269,LPLC2,right,29873,LPLC2,right,2
518016,LC4,left,31429,LC4,left,2
21899,LPLC2,right,21769,LPLC2,right,2
17774,LPLC2,left,20799,LPLC2,left,2
514508,LC4,left,77614,LC4,left,2
21899,LPLC2,right,20584,LPLC2,right,2
514508,LC4,left,81112,LC4,left,2
20269,LPLC2,right,31257,LPLC2,right,2
17774,LPLC2,left,23349,LPLC2,left,2
20269,LPLC2,right,33396,LPLC2,right,2
514508,LC4,left,111787,LC4,left,2
17774,LPLC2,left,23665,LPLC2,left,2
17774,LPLC2,left,24523,LC4,left,2
21899,LPLC2,right,18189,LC4,right,2
524899,LC4,left,511914,LC4,left,2
17774,LPLC2,left,25575,LPLC2,left,2
21899,LPLC2,right,17054,LC4,right,2
21899,LPLC2,right,16628,LC4,right,2
18672,LPLC2,right,27566,LPLC2,right,2
17774,LPLC2,left,14030,LPLC2,left,2
518016,LC4,left,516909,LC4,left,2
17668,LC4,right,19589,LPLC2,right,2
22253,LPLC2,left,22557,LPLC2,left,2
22253,LPLC2,left,21361,LPLC2,left,2
20240,LPLC2,left,33406,LPLC2,left,2
22253,LPLC2,left,18936,LPLC2,left,2
22253,LPLC2,left,17990,LPLC2,left,2
20240,LPLC2,left,33965,LPLC2,left,2
22253,LPLC2,left,17544,LPLC2,left,2
20240,LPLC2,left,34655,LPLC2,left,2
22253,LPLC2,left,12384,LPLC2,left,2
20240,LPLC2,left,81112,LC4,left,2
22218,LPLC2,right,38542,LPLC2,right,2
514508,LC4,left,15018,LC4,left,2
22218,LPLC2,right,35838,LPLC2,right,2
22218,LPLC2,right,34681,LPLC2,right,2
22218,LPLC2,right,34372,LPLC2,right,2
22218,LPLC2,right,33694,LPLC2,right,2
18672,LPLC2,right,30938,LPLC2,right,2
512705,LC4,left,29469,LC4,left,2
22218,LPLC2,right,29873,LPLC2,right,2
20240,LPLC2,left,100103,LPLC2,left,2
22218,LPLC2,right,28741,LPLC2,right,2
17668,LC4,right,20016,LC4,right,2
22253,LPLC2,left,23226,LC4,left,2
22253,LPLC2,left,23247,LPLC2,left,2
20240,LPLC2,left,29955,LPLC2,left,2
17653,LC4,left,533129,LC4,left,2
20240,LPLC2,left,24840,LPLC2,left,2
22253,LPLC2,left,30893,LPLC2,left,2
22253,LPLC2,left,30512,LPLC2,left,2
20240,LPLC2,left,26528,LPLC2,left,2
22253,LPLC2,left,29955,LPLC2,left,2
22253,LPLC2,left,29753,LPLC2,left,2
525844,LPLC2,left,17880,LPLC2,left,2
20240,LPLC2,left,27796,LPLC2,left,2
22253,LPLC2,left,28188,LPLC2,left,2
512705,LC4,left,20440,LC4,left,2
20240,LPLC2,left,28188,LPLC2,left,2
17653,LC4,left,518730,LC4,left,2
22253,LPLC2,left,27355,LPLC2,left,2
525844,LPLC2,left,17775,LPLC2,left,2
22253,LPLC2,left,25572,LPLC2,left,2
22253,LPLC2,left,25136,LPLC2,left,2
22253,LPLC2,left,25027,LPLC2,left,2
525844,LPLC2,left,17544,LPLC2,left,2
20240,LPLC2,left,29702,LPLC2,left,2
17653,LC4,left,532254,LC4,left,2
17653,LC4,left,533129,LC4,left,2
525844,LPLC2,left,13132,LPLC2,left,2
22218,LPLC2,right,25584,LC4,right,2
18672,LPLC2,right,29986,LPLC2,right,2
17668,LC4,right,21287,LC4,right,2
22194,LC4,right,30803,LC4,right,2
22194,LC4,right,29563,LC4,right,2
512705,LC4,left,518730,LC4,left,2
20240,LPLC2,left,526286,LC4,left,2
524899,LC4,left,533129,LC4,left,2
22194,LC4,right,23392,LC4,right,2
18672,LPLC2,right,28871,LPLC2,right,2
524899,LC4,left,526286,LC4,left,2
22194,LC4,right,21287,LC4,right,2
20269,LPLC2,right,16628,LC4,right,2
22194,LC4,right,21165,LC4,right,2
22194,LC4,right,20808,LC4,right,2
20269,LPLC2,right,17054,LC4,right,2
524899,LC4,left,519931,LC4,left,2
22194,LC4,right,19954,LC4,right,2
17668,LC4,right,527408,LC4,right,2
22194,LC4,right,19260,LC4,right,2
514508,LC4,left,12032,LC4,left,2
22194,LC4,right,18127,LC4,right,2
22194,LC4,right,17364,LC4,right,2
18672,LPLC2,right,28003,LPLC2,right,2
22194,LC4,right,527408,LC4,right,2
20240,LPLC2,left,520764,LPLC2,left,2
20240,LPLC2,left,129687,LPLC2,left,2
512705,LC4,left,517752,LC4,left,2
22218,LPLC2,right,25316,LPLC2,right,2
512705,LC4,left,35616,LC4,left,2
22218,LPLC2,right,23497,LPLC2,right,2
20240,LPLC2,left,514670,LPLC2,left,2
17668,LC4,right,20917,LC4,right,2
520764,LPLC2,left,525844,LPLC2,left,2
22218,LPLC2,right,21336,LC4,right,2
17668,LC4,right,21165,LC4,right,2
22218,LPLC2,right,21045,LPLC2,right,2
22218,LPLC2,right,20749,LPLC2,right,2
22218,LPLC2,right,20584,LPLC2,right,2
512705,LC4,left,111787,LC4,left,2
22218,LPLC2,right,20471,LPLC2,right,2
512705,LC4,left,514508,LC4,left,2
22218,LPLC2,right,20103,LPLC2,right,2
22218,LPLC2,right,19608,LPLC2,right,2
18672,LPLC2,right,29216,LPLC2,right,2
22218,LPLC2,right,19420,LC4,right,2
22218,LPLC2,right,19146,LPLC2,right,2
22218,LPLC2,right,19034,LPLC2,right,2
18672,LPLC2,right,29183,LPLC2,right,2
20162,LPLC2,right,33396,LPLC2,right,2
134521,LPLC2,left,517819,LPLC2,left,2
23792,LC4,right,21165,LC4,right,2
23497,LPLC2,right,29183,LPLC2,right,2
23550,LPLC2,left,11498,LPLC2,left,2
20047,LPLC2,right,19549,LPLC2,right,2
23497,LPLC2,right,55627,LPLC2,right,2
20047,LPLC2,right,20016,LC4,right,2
23497,LPLC2,right,37431,LPLC2,right,2
20047,LPLC2,right,20103,LPLC2,right,2
17478,LC4,left,20859,LC4,left,2
23497,LPLC2,right,30938,LPLC2,right,2
518544,LC4,left,111787,LC4,left,2
23497,LPLC2,right,29986,LPLC2,right,2
23497,LPLC2,right,27566,LPLC2,right,2
526286,LC4,left,20967,LC4,left,2
20047,LPLC2,right,20584,LPLC2,right,2
20047,LPLC2,right,20694,LPLC2,right,2
129687,LPLC2,left,13764,LPLC2,left,2
20047,LPLC2,right,22677,LPLC2,right,2
23497,LPLC2,right,25316,LPLC2,right,2
23497,LPLC2,right,24800,LPLC2,right,2
23497,LPLC2,right,24187,LPLC2,right,2
129687,LPLC2,left,14102,LPLC2,left,2
23497,LPLC2,right,21318,LPLC2,right,2
17478,LC4,left,29417,LC4,left,2
18929,LPLC2,right,21808,LPLC2,right,2
23550,LPLC2,left,13726,LPLC2,left,2
112292,LPLC2,left,524366,LPLC2,left,2
23550,LPLC2,left,16917,LC4,left,2
23550,LPLC2,left,111903,LPLC2,left,2
112292,LPLC2,left,34407,LPLC2,left,2
23550,LPLC2,left,95241,LPLC2,left,2
112292,LPLC2,left,40811,LPLC2,left,2
112292,LPLC2,left,95241,LPLC2,left,2
23550,LPLC2,left,32237,LPLC2,left,2
112292,LPLC2,left,129687,LPLC2,left,2
23550,LPLC2,left,29702,LPLC2,left,2
112292,LPLC2,left,134521,LPLC2,left,2
520764,LPLC2,left,27716,LPLC2,left,2
112292,LPLC2,left,516909,LC4,left,2
17478,LC4,left,12032,LC4,left,2
520764,LPLC2,left,27796,LPLC2,left,2
23550,LPLC2,left,25209,LPLC2,left,2
18929,LPLC2,right,21862,LPLC2,right,2
23550,LPLC2,left,23665,LPLC2,left,2
20047,LPLC2,right,19146,LPLC2,right,2
23550,LPLC2,left,22253,LPLC2,left,2
23550,LPLC2,left,20799,LPLC2,left,2
23550,LPLC2,left,20329,LPLC2,left,2
23550,LPLC2,left,19787,LPLC2,left,2
20047,LPLC2,right,23878,LPLC2,right,2
18929,LPLC2,right,20749,LPLC2,right,2
518544,LC4,left,23226,LC4,left,2
23392,LC4,right,16628,LC4,right,2
23392,LC4,right,19550,LC4,right,2
129687,LPLC2,left,21361,LPLC2,left,2
23392,LC4,right,19260,LC4,right,2
518544,LC4,left,28980,LC4,left,2
23392,LC4,right,18189,LC4,right,2
23392,LC4,right,17987,LC4,right,2
518544,LC4,left,27750,LC4,left,2
23392,LC4,right,17926,LC4,right,2
23392,LC4,right,17668,LC4,right,2
17478,LC4,left,516909,LC4,left,2
129687,LPLC2,left,23247,LPLC2,left,2
18929,LPLC2,right,20694,LPLC2,right,2
17478,LC4,left,518544,LC4,left,2
526286,LC4,left,17340,LC4,left,2
23349,LPLC2,left,519650,LC4,left,2
17478,LC4,left,518730,LC4,left,2
129687,LPLC2,left,23349,LPLC2,left,2
17478,LC4,left,519650,LC4,left,2
23349,LPLC2,left,516909,LC4,left,2
17478,LC4,left,532254,LC4,left,2
129687,LPLC2,left,24308,LPLC2,left,2
20047,LPLC2,right,32507,LPLC2,right,2
18929,LPLC2,right,20535,LPLC2,right,2
23392,LC4,right,19634,LC4,right,2
518544,LC4,left,29469,LC4,left,2
23392,LC4,right,20917,LC4,right,2
20047,LPLC2,right,25316,LPLC2,right,2
23497,LPLC2,right,19146,LPLC2,right,2
23497,LPLC2,right,18929,LPLC2,right,2
526286,LC4,left,20240,LPLC2,left,2
23497,LPLC2,right,17266,LC4,right,2
17478,LC4,left,81112,LC4,left,2
23392,LC4,right,527408,LC4,right,2
518544,LC4,left,35616,LC4,left,2
20047,LPLC2,right,26730,LPLC2,right,2
23392,LC4,right,38065,LC4,right,2
129687,LPLC2,left,19830,LPLC2,left,2
23392,LC4,right,29563,LC4,right,2
129687,LPLC2,left,19911,LPLC2,left,2
129687,LPLC2,left,20329,LPLC2,left,2
17478,LC4,left,100485,LC4,left,2
23392,LC4,right,22975,LC4,right,2
23392,LC4,right,22847,LC4,right,2
23392,LC4,right,22034,LC4,right,2
20047,LPLC2,right,27471,LPLC2,right,2
526286,LC4,left,18432,LC4,left,2
23392,LC4,right,21165,LC4,right,2
23550,LPLC2,left,514670,LPLC2,left,2
518544,LC4,left,514508,LC4,left,2
23550,LPLC2,left,517079,LPLC2,left,2
18929,LPLC2,right,28044,LPLC2,right,2
23665,LPLC2,left,35262,LC4,left,2
23665,LPLC2,left,33965,LPLC2,left,2
23665,LPLC2,left,33303,LPLC2,left,2
112292,LPLC2,left,21299,LPLC2,left,2
23665,LPLC2,left,30893,LPLC2,left,2
23665,LPLC2,left,27023,LPLC2,left,2
23665,LPLC2,left,26416,LPLC2,left,2
17364,LC4,right,18127,LC4,right,2
112292,LPLC2,left,23247,LPLC2,left,2
520764,LPLC2,left,25575,LPLC2,left,2
17364,LC4,right,20016,LC4,right,2
20016,LC4,right,25584,LC4,right,2
20016,LC4,right,17668,LC4,right,2
23665,LPLC2,left,20240,LPLC2,left,2
112292,LPLC2,left,24568,LPLC2,left,2
23665,LPLC2,left,19830,LPLC2,left,2
23665,LPLC2,left,19787,LPLC2,left,2
20016,LC4,right,17926,LC4,right,2
23665,LPLC2,left,18900,LPLC2,left,2
23665,LPLC2,left,17880,LPLC2,left,2
23665,LPLC2,left,17775,LPLC2,left,2
20016,LC4,right,18127,LC4,right,2
112292,LPLC2,left,20859,LC4,left,2
23665,LPLC2,left,111787,LC4,left,2
23665,LPLC2,left,111903,LPLC2,left,2
23665,LPLC2,left,512705,LC4,left,2
23792,LC4,right,20542,LC4,right,2
17340,LC4,left,520449,LC4,left,2
17340,LC4,left,524899,LC4,left,2
112292,LPLC2,left,17774,LPLC2,left,2
17340,LC4,left,526286,LC4,left,2
112292,LPLC2,left,18900,LPLC2,left,2
23792,LC4,right,17548,LC4,right,2
518730,LC4,left,16809,LC4,left,2
518730,LC4,left,15018,LC4,left,2
23792,LC4,right,16628,LC4,right,2
112292,LPLC2,left,19787,LPLC2,left,2
17340,LC4,left,535341,LC4,left,2
17364,LC4,right,10584,DNp06,right,2
112292,LPLC2,left,19830,LPLC2,left,2
23665,LPLC2,left,533895,LPLC2,left,2
112292,LPLC2,left,20329,LPLC2,left,2
23665,LPLC2,left,520764,LPLC2,left,2
112292,LPLC2,left,20329,LPLC2,left,2
112292,LPLC2,left,20572,LC4,left,2
23665,LPLC2,left,515971,LPLC2,left,2
23665,LPLC2,left,514670,LPLC2,left,2
23665,LPLC2,left,17544,LPLC2,left,2
112292,LPLC2,left,24605,LPLC2,left,2
23665,LPLC2,left,14102,LPLC2,left,2
518544,LC4,left,518983,LC4,left,2
17364,LC4,right,23098,LC4,right,2
520764,LPLC2,left,26416,LPLC2,left,2
23590,LPLC2,right,21703,LPLC2,right,2
23590,LPLC2,right,21045,LPLC2,right,2
112292,LPLC2,left,29815,LPLC2,left,2
20584,LPLC2,right,19589,LPLC2,right,2
23590,LPLC2,right,20471,LPLC2,right,2
23590,LPLC2,right,20269,LPLC2,right,2
23590,LPLC2,right,20162,LPLC2,right,2
23590,LPLC2,right,19842,LPLC2,right,2
20016,LC4,right,21562,LPLC2,right,2
23590,LPLC2,right,17860,LC4,right,2
23590,LPLC2,right,17551,LPLC2,right,2
18929,LPLC2,right,24268,LPLC2,right,2
112292,LPLC2,left,31563,LPLC2,left,2
526286,LC4,left,512705,LC4,left,2
20016,LC4,right,23792,LC4,right,2
112292,LPLC2,left,32237,LPLC2,left,2
526286,LC4,left,511914,LC4,left,2
518544,LC4,left,515476,LC4,left,2
23550,LPLC2,left,517819,LPLC2,left,2
17364,LC4,right,22328,LC4,right,2
518544,LC4,left,519650,LC4,left,2
23665,LPLC2,left,12384,LPLC2,left,2
17364,LC4,right,22261,LPLC2,right,2
518730,LC4,left,12032,LC4,left,2
112292,LPLC2,left,25572,LPLC2,left,2
23590,LPLC2,right,34681,LPLC2,right,2
23590,LPLC2,right,33439,LPLC2,right,2
112292,LPLC2,left,25854,LPLC2,left,2
23590,LPLC2,right,32507,LPLC2,right,2
23590,LPLC2,right,29598,LPLC2,right,2
23590,LPLC2,right,29287,LPLC2,right,2
23590,LPLC2,right,29014,LPLC2,right,2
20016,LC4,right,19260,LC4,right,2
23590,LPLC2,right,27471,LPLC2,right,2
112292,LPLC2,left,27399,LPLC2,left,2
518730,LC4,left,10228,DNp06,left,2
20016,LC4,right,20542,LC4,right,2
23590,LPLC2,right,25636,LPLC2,right,2
23590,LPLC2,right,25267,LPLC2,right,2
518544,LC4,left,526286,LC4,left,2
526286,LC4,left,518730,LC4,left,2
23590,LPLC2,right,23497,LPLC2,right,2
17364,LC4,right,22194,LC4,right,2
112292,LPLC2,left,27796,LPLC2,left,2
20047,LPLC2,right,33396,LPLC2,right,2
20047,LPLC2,right,34110,LPLC2,right,2
22847,LC4,right,38065,LC4,right,2
518439,LC4,left,532254,LC4,left,2
23202,LC4,left,17478,LC4,left,2
23202,LC4,left,17270,LC4,left,2
23202,LC4,left,17059,LPLC2,left,2
23202,LC4,left,15018,LC4,left,2
23202,LC4,left,12032,LC4,left,2
134521,LPLC2,left,18900,LPLC2,left,2
134521,LPLC2,left,19787,LPLC2,left,2
20162,LPLC2,right,19229,LPLC2,right,2
134521,LPLC2,left,20976,LC4,left,2
17548,LC4,right,17054,LC4,right,2
134521,LPLC2,left,22557,LPLC2,left,2
20162,LPLC2,right,20334,LPLC2,right,2
134521,LPLC2,left,23247,LPLC2,left,2
17548,LC4,right,17266,LC4,right,2
525844,LPLC2,left,34407,LPLC2,left,2
23098,LC4,right,20399,LC4,right,2
23098,LC4,right,19794,LC4,right,2
17548,LC4,right,17987,LC4,right,2
20162,LPLC2,right,20047,LPLC2,right,2
23098,LC4,right,17860,LC4,right,2
23098,LC4,right,17364,LC4,right,2
23098,LC4,right,16138,LC4,right,2
17544,LPLC2,left,518731,LPLC2,left,2
23202,LC4,left,18478,LC4,left,2
23202,LC4,left,18478,LC4,left,2
18900,LPLC2,left,520764,LPLC2,left,2
17544,LPLC2,left,34407,LPLC2,left,2
20103,LPLC2,right,34110,LPLC2,right,2
20103,LPLC2,right,34372,LPLC2,right,2
20103,LPLC2,right,34681,LPLC2,right,2
129687,LPLC2,left,525844,LPLC2,left,2
17544,LPLC2,left,77614,LC4,left,2
129687,LPLC2,left,526286,LC4,left,2
17544,LPLC2,left,95241,LPLC2,left,2
20103,LPLC2,right,35680,LPLC2,right,2
17544,LPLC2,left,112292,LPLC2,left,2
134521,LPLC2,left,12384,LPLC2,left,2
23202,LC4,left,100485,LC4,left,2
23202,LC4,left,77614,LC4,left,2
23202,LC4,left,31308,LC4,left,2
23202,LC4,left,27399,LPLC2,left,2
23202,LC4,left,23247,LPLC2,left,2
134521,LPLC2,left,17270,LC4,left,2
134521,LPLC2,left,17544,LPLC2,left,2
18900,LPLC2,left,531014,LPLC2,left,2
525844,LPLC2,left,40841,LPLC2,left,2
23202,LC4,left,20572,LC4,left,2
525844,LPLC2,left,33406,LPLC2,left,2
22975,LC4,right,38065,LC4,right,2
20047,LPLC2,right,34372,LPLC2,right,2
22922,LC4,left,77614,LC4,left,2
22966,LC4,right,20917,LC4,right,2
20162,LPLC2,right,24800,LPLC2,right,2
22966,LC4,right,18189,LC4,right,2
20162,LPLC2,right,26730,LPLC2,right,2
134521,LPLC2,left,34051,LPLC2,left,2
17548,LC4,right,29873,LPLC2,right,2
22922,LC4,left,520449,LC4,left,2
134521,LPLC2,left,40841,LPLC2,left,2
518439,LC4,left,514508,LC4,left,2
22922,LC4,left,511914,LC4,left,2
22922,LC4,left,34845,LC4,left,2
20162,LPLC2,right,21151,LC4,right,2
525844,LPLC2,left,29702,LPLC2,left,2
134521,LPLC2,left,511914,LC4,left,2
20162,LPLC2,right,29216,LPLC2,right,2
22922,LC4,left,21721,LC4,left,2
22922,LC4,left,20967,LC4,left,2
518439,LC4,left,111787,LC4,left,2
22922,LC4,left,20572,LC4,left,2
20162,LPLC2,right,32507,LPLC2,right,2
22922,LC4,left,18478,LC4,left,2
134521,LPLC2,left,517078,LPLC2,left,2
22966,LC4,right,21804,LC4,right,2
134521,LPLC2,left,32223,LPLC2,left,2
22966,LC4,right,22328,LC4,right,2
22966,LC4,right,22328,LC4,right,2
525844,LPLC2,left,33303,LPLC2,left,2
134521,LPLC2,left,24840,LPLC2,left,2
22975,LC4,right,23392,LC4,right,2
134521,LPLC2,left,25524,LPLC2,left,2
20162,LPLC2,right,21318,LPLC2,right,2
22975,LC4,right,22194,LC4,right,2
22975,LC4,right,22034,LC4,right,2
18900,LPLC2,left,33965,LPLC2,left,2
134521,LPLC2,left,26528,LPLC2,left,2
17548,LC4,right,22847,LC4,right,2
22966,LC4,right,38065,LC4,right,2
20162,LPLC2,right,22218,LPLC2,right,2
22966,LC4,right,33694,LPLC2,right,2
20162,LPLC2,right,22261,LPLC2,right,2
22966,LC4,right,31262,LC4,right,2
20162,LPLC2,right,23497,LPLC2,right,2
20162,LPLC2,right,23878,LPLC2,right,2
22966,LC4,right,25584,LC4,right,2
18900,LPLC2,left,32737,LPLC2,left,2
22966,LC4,right,24338,LC4,right,2
22966,LC4,right,22847,LC4,right,2
129687,LPLC2,left,517078,LPLC2,left,2
20103,LPLC2,right,33185,LPLC2,right,2
518544,LC4,left,12824,LC4,left,2
23349,LPLC2,left,13132,LPLC2,left,2
23349,LPLC2,left,21299,LPLC2,left,2
23349,LPLC2,left,20976,LC4,left,2
23349,LPLC2,left,20329,LPLC2,left,2
23349,LPLC2,left,19830,LPLC2,left,2
20103,LPLC2,right,19608,LPLC2,right,2
23349,LPLC2,left,17544,LPLC2,left,2
20103,LPLC2,right,20162,LPLC2,right,2
23349,LPLC2,left,14888,LC4,left,2
18929,LPLC2,right,19842,LPLC2,right,2
20103,LPLC2,right,20334,LPLC2,right,2
23349,LPLC2,left,12824,LC4,left,2
23226,LC4,left,31308,LC4,left,2
525844,LPLC2,left,521115,LPLC2,left,2
17544,LPLC2,left,23919,LPLC2,left,2
23247,LPLC2,left,533895,LPLC2,left,2
129687,LPLC2,left,29702,LPLC2,left,2
20103,LPLC2,right,21318,LPLC2,right,2
23247,LPLC2,left,525844,LPLC2,left,2
23247,LPLC2,left,524366,LPLC2,left,2
18929,LPLC2,right,19608,LPLC2,right,2
23247,LPLC2,left,517079,LPLC2,left,2
23247,LPLC2,left,517078,LPLC2,left,2
23349,LPLC2,left,23202,LC4,left,2
23349,LPLC2,left,23550,LPLC2,left,2
20103,LPLC2,right,19589,LPLC2,right,2
129687,LPLC2,left,27399,LPLC2,left,2
20047,LPLC2,right,35838,LPLC2,right,2
20047,LPLC2,right,37613,LPLC2,right,2
23349,LPLC2,left,33303,LPLC2,left,2
23349,LPLC2,left,32237,LPLC2,left,2
20047,LPLC2,right,55627,LPLC2,right,2
518544,LC4,left,22772,LC4,left,2
23349,LPLC2,left,30893,LPLC2,left,2
20103,LPLC2,right,17668,LC4,right,2
23349,LPLC2,left,29955,LPLC2,left,2
18929,LPLC2,right,20269,LPLC2,right,2
23349,LPLC2,left,29319,LPLC2,left,2
23349,LPLC2,left,28011,LPLC2,left,2
20103,LPLC2,right,18672,LPLC2,right,2
129687,LPLC2,left,25854,LPLC2,left,2
17544,LPLC2,left,13132,LPLC2,left,2
17544,LPLC2,left,17059,LPLC2,left,2
20103,LPLC2,right,19229,LPLC2,right,2
23349,LPLC2,left,25524,LPLC2,left,2
23349,LPLC2,left,25136,LPLC2,left,2
20103,LPLC2,right,19249,LPLC2,right,2
17544,LPLC2,left,17880,LPLC2,left,2
20103,LPLC2,right,22218,LPLC2,right,2
129687,LPLC2,left,30893,LPLC2,left,2
23247,LPLC2,left,134521,LPLC2,left,2
23247,LPLC2,left,19911,LPLC2,left,2
518544,LC4,left,17478,LC4,left,2
129687,LPLC2,left,41097,LPLC2,left,2
518544,LC4,left,17270,LC4,left,2
23247,LPLC2,left,13132,LPLC2,left,2
23247,LPLC2,left,12384,LPLC2,left,2
17544,LPLC2,left,29815,LPLC2,left,2
17544,LPLC2,left,29955,LPLC2,left,2
525844,LPLC2,left,515900,LC4,left,2
525844,LPLC2,left,514956,LC4,left,2
23226,LC4,left,532254,LC4,left,2
23226,LC4,left,524899,LC4,left,2
23226,LC4,left,518730,LC4,left,2
23226,LC4,left,518544,LC4,left,2
17544,LPLC2,left,33965,LPLC2,left,2
23226,LC4,left,515476,LC4,left,2
23226,LC4,left,514508,LC4,left,2
20103,LPLC2,right,30041,LPLC2,right,2
23226,LC4,left,100485,LC4,left,2
23226,LC4,left,32597,LC4,left,2
20103,LPLC2,right,30938,LPLC2,right,2
23226,LC4,left,31308,LC4,left,2
17544,LPLC2,left,27355,LPLC2,left,2
23247,LPLC2,left,21299,LPLC2,left,2
23247,LPLC2,left,40811,LPLC2,left,2
17544,LPLC2,left,26528,LPLC2,left,2
23247,LPLC2,left,35294,LPLC2,left,2
20103,LPLC2,right,23878,LPLC2,right,2
23247,LPLC2,left,34655,LPLC2,left,2
23247,LPLC2,left,32223,LPLC2,left,2
518544,LC4,left,20440,LC4,left,2
23247,LPLC2,left,29955,LPLC2,left,2
20103,LPLC2,right,25511,LPLC2,right,2
23247,LPLC2,left,29753,LPLC2,left,2
129687,LPLC2,left,33303,LPLC2,left,2
17544,LPLC2,left,25136,LPLC2,left,2
518544,LC4,left,18432,LC4,left,2
129687,LPLC2,left,33965,LPLC2,left,2
129687,LPLC2,left,34407,LPLC2,left,2
129687,LPLC2,left,34407,LPLC2,left,2
129687,LPLC2,left,34655,LPLC2,left,2
23247,LPLC2,left,25209,LPLC2,left,2
23247,LPLC2,left,25136,LPLC2,left,2
20103,LPLC2,right,26730,LPLC2,right,2
17544,LPLC2,left,25286,LPLC2,left,2
23247,LPLC2,left,23202,LC4,left,2
518544,LC4,left,18396,LC4,left,2
21862,LPLC2,right,21562,LPLC2,right,2
21862,LPLC2,right,21318,LPLC2,right,2
17774,LPLC2,left,30893,LPLC2,left,2
20917,LC4,right,21165,LC4,right,2
17990,LPLC2,left,15804,LPLC2,left,2
516909,LC4,left,35262,LC4,left,2
20917,LC4,right,26112,LC4,right,2
516909,LC4,left,35616,LC4,left,2
20471,LPLC2,right,29014,LPLC2,right,2
20471,LPLC2,right,29873,LPLC2,right,2
20917,LC4,right,25584,LC4,right,2
20917,LC4,right,22847,LC4,right,2
20471,LPLC2,right,30207,LPLC2,right,2
18432,LC4,left,22922,LC4,left,2
17990,LPLC2,left,17478,LC4,left,2
18432,LC4,left,14888,LC4,left,2
20471,LPLC2,right,32507,LPLC2,right,2
20917,LC4,right,20282,LC4,right,2
20471,LPLC2,right,33185,LPLC2,right,2
20471,LPLC2,right,33694,LPLC2,right,2
517819,LPLC2,left,17544,LPLC2,left,2
